Unnamed: 0,Product,Review_Summary,Rating
151360,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,4
151361,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Size is not correct,1
151362,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Waste of money and time,1
151363,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Gud,5
151364,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",good product i have ever seen????????????,5
151365,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","Fabulous product in this price range ??? go for it, tq to flipkart..",5
151366,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Gud quality,3
151367,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice looking shoe and the material is also goodWorth buying But not much comfortable to wear,4
151368,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Such a very nice shoes ????,5
151369,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Not that much comfortable u guys wants,1
151370,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Awesome ????,5
151371,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151372,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice product ?????????,5
151373,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Ok ok quality...no grip when you walking..west of money ???ý...,1
151374,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Quality not good.,1
151375,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product in this price range,3
151376,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",???? nice,5
151377,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good Product Really Liked It,4
151378,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super exalant super,5
151379,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151380,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",I like it it's boot is good ??????ø??? quality is very good,5
151381,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","Amazing shoes, looking nice ??? blindly go for it guys, no other shoes gives more comfort than these shoes within this price range.. Tq to Flipkart",5
151382,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super,5
151383,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad product,1
151384,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151385,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good buy,4
151386,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This product is average.,2
151387,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151388,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Best shu,3
151389,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good ???????,5
151390,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Best product worth for money but lase is short,5
151391,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nyz,5
151392,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good so,5
151393,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It looks same as shown loved it,4
151394,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",When I wear the shoe in my foot gets pain so that way I am so angry on this product i don't like it sach a bad product in angry i through the shoe in dust bin..................,1
151395,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",According to the pace is correct,4
151396,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice quality nice product thanks you Flipkart,4
151397,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",.Mind blowing good experience,4
151398,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product,5
151399,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Quality as per Price.,4
151400,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It's very good product ????????,5
151401,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice product,4
151402,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Bad quality,1
151403,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very good product,5
